orig,dest,ell,nr
10474,4922,1000.3890191457526,1
1577,1064,999.7084313724816,67
7403,8439,1000.1967085919008,2
7322,6079,1000.0721688194336,17
7948,114,999.1926632427155,1
10293,10717,999.0683889442871,24
1595,9839,1000.6788967683533,23
7737,10398,999.3777742734763,116
7753,6631,1000.1970656358981,1
1620,2387,1000.6439962831344,7
