src,dst,osm_src,osm_dst,length,highway,maxspeed,lanes,oneway,speed_kph,free_flow_time_s,capacity_vph
19,5425,65279891,65341350,40.41911406498586,residential,,1,True,30,4.850293687798303,1800
20,2327,65279893,65306102,341.2160634157127,tertiary,,3,False,40,30.709445707414144,5400
20,807,65279893,65292369,200.34296320027588,tertiary,,3,False,40,18.03086668802483,5400
20,19,65279893,65279891,86.43818696938379,residential,,1,False,30,10.372582436326054,1800
20,21,65279893,65279895,83.0097666683564,residential,,1,False,30,9.961172000202769,1800
21,808,65279895,65292373,200.69114182674377,residential,,1,False,30,24.08293701920925,1800
21,22,65279895,65279896,86.00182357557122,residential,,1,False,30,10.320218829068546,1800
21,20,65279895,65279893,83.00976666835642,residential,,1,False,30,9.961172000202769,1800
21,6520,65279895,65366527,62.94627912371188,residential,,1,False,30,7.553553494845425,1800
22,7750,65279896,506107947,66.12967684856841,residential,,1,False,30,7.935561221828208,1800
22,21,65279896,65279895,86.00182357557122,residential,,1,False,30,10.320218829068546,1800
22,1795,65279896,65301181,100.14973718148778,residential,25.0,1,False,25,14.42156215413424,1800
22,2601,65279896,65307897,203.57194992040624,residential,25.0,1,False,25,29.314360788538497,1800
23,7750,65279897,506107947,6.946112950787832,residential,,1,False,30,0.8335335540945398,1800
23,60,65279897,65280284,207.24111181352725,tertiary,40.0,2,False,40,18.651700063217454,3600
23,61,65279897,65280289,87.99169050352305,tertiary,40.0,2,False,40,7.919252145317074,3600
23,9238,65279897,5216718982,75.03088432136474,residential,,1,False,30,9.003706118563768,1800
24,25,65279910,65279912,85.46172202227555,residential,,1,False,30,10.255406642673066,1800
24,792,65279910,65292333,202.11958553463035,residential,,2,False,30,24.25435026415564,3600
24,6377,65279910,65361932,166.61295571055575,residential,,2,False,30,19.993554685266687,3600
25,26,65279912,65279914,85.3203872445155,residential,,1,False,30,10.23844646934186,1800
25,24,65279912,65279910,85.46172202227555,residential,,1,False,30,10.255406642673066,1800
25,793,65279912,65292335,202.25701474025337,residential,,1,False,30,24.2708417688304,1800
25,2228,65279912,65305101,44.758695135061444,residential,,1,False,30,5.371043416207373,1800
26,27,65279914,65279916,85.41137334629111,residential,,1,False,30,10.249364801554933,1800
26,25,65279914,65279912,85.3203872445155,residential,,1,False,30,10.23844646934186,1800
26,794,65279914,65292337,202.32959348907366,residential,,1,False,30,24.279551218688837,1800
26,4122,65279914,65323684,34.41739494325958,residential,,1,False,30,4.1300873931911495,1800
