idx,osm_idx,lat,lon
176,61339962,42.3594035,-71.1411101
177,61339966,42.3612975,-71.1322906
178,61339971,42.3625223,-71.0706975
179,61339975,42.3643767,-71.0697459
180,61339977,42.36247,-71.061744
181,61339981,42.3612303,-71.0533026
182,61339996,42.3620336,-71.1428683
183,61340000,42.3614635,-71.1421173
184,61340005,42.3624466,-71.1406631
185,61340026,42.31749,-71.1071105
186,61340031,42.317601,-71.0912872
187,61340035,42.3592698,-71.1303865
188,61340037,42.3595517,-71.1297622
189,61340039,42.3592813,-71.0686057
190,61340043,42.3591451,-71.0686005
191,61340044,42.3595813,-71.13129
192,61340050,42.3592559,-71.1319335
193,61340054,42.359169,-71.136162
194,61340058,42.3593263,-71.1369513
195,61340059,42.3593467,-71.0650388
196,61340061,42.3588389,-71.0650816
197,61340063,42.3596772,-71.1398792
198,61340065,42.3591194,-71.1401849
199,61340068,42.315907,-71.054299
200,61340072,42.3161045,-71.1036029
201,61340085,42.31598,-71.076947
202,61340087,42.316359,-71.076847
203,61340089,42.3163358,-71.0567003
204,61340093,42.316368,-71.100142
205,61340094,42.3162354,-71.0781839
206,61340102,42.316016,-71.100812
207,61340104,42.316916,-71.092293
208,61340106,42.316543,-71.093183
209,61340118,42.3171127,-71.056715
210,61340121,42.3173764,-71.0556266
211,61340123,42.316278,-71.111952
212,61340133,42.317055,-71.1133686
213,61340150,42.316733,-71.0655119
214,61340159,42.3164948,-71.1090388
215,61340161,42.3164991,-71.1093568
216,61340163,42.316752,-71.070709
217,61340178,42.3167334,-71.0593927
218,61340181,42.316362,-71.08285
219,61340185,42.316038,-71.08181
220,61340187,42.3166106,-71.1031183
221,61340189,42.3159511,-71.0613072
222,61340191,42.315999,-71.072955
223,61340194,42.3168163,-71.0811668
224,61340196,42.3159991,-71.0596251
225,61340198,42.3161966,-71.0595626
226,61340200,42.3160094,-71.0627326
227,61340211,42.3160582,-71.0643323
228,61340213,42.316215,-71.1053959
229,61340217,42.3164141,-71.0625516
230,61340222,42.3163366,-71.0649929
231,61340224,42.316085,-71.070301
232,61340232,42.3170319,-71.1048917
233,61340239,42.316142,-71.070997
234,61340241,42.315131,-71.115673
235,61340243,42.315157,-71.076027
236,61340245,42.3155892,-71.1170211
237,61340255,42.31499,-71.075366
238,61340256,42.3156483,-71.0918365
239,61340262,42.3156592,-71.0754229
240,61340268,42.315315,-71.090726
241,61340269,42.3145289,-71.1185179
242,61340282,42.3143738,-71.0752298
243,61340290,42.3144914,-71.1006805
244,61340303,42.3165257,-71.1098698
245,61340308,42.316438,-71.074645
246,61340316,42.31727,-71.074502
247,61340318,42.3165307,-71.1010879
248,61340321,42.316898,-71.094259
249,61340325,42.316279,-71.100954
250,61340327,42.315133,-71.082506
251,61340329,42.314987,-71.08193
252,61340334,42.315923,-71.081443
253,61340340,42.3152664,-71.1067566
254,61340346,42.315079,-71.103769
255,61340347,42.3150689,-71.105942
256,61340349,42.315072,-71.100065
257,61340351,42.315592,-71.1032797
258,61340364,42.313479,-71.057087
259,61340366,42.314238,-71.087094
260,61340368,42.31461,-71.088331
261,61340370,42.315251,-71.1022648
262,61340378,42.3149681,-71.1028863
263,61340380,42.315685,-71.09442
264,61340383,42.314913,-71.095312
265,61340385,42.3153311,-71.0645918
266,61340391,42.3593593,-71.1331527
267,61340395,42.3594478,-71.1335358
268,61340398,42.360126,-71.1259852
269,61340400,42.3599681,-71.1408399
270,61340406,42.3593019,-71.1275021
271,61340411,42.3140221,-71.0618086
272,61340413,42.313593,-71.063012
273,61340415,42.313332,-71.062372
274,61340417,42.3133044,-71.0559086
275,61340419,42.3137323,-71.0557691
276,61340421,42.314894,-71.114984
277,61340422,42.314795,-71.091131
278,61340424,42.314638,-71.114116
279,61340445,42.31441,-71.077542
280,61340447,42.31451,-71.091368
281,61340449,42.315282,-71.077206
282,61340455,42.314769,-71.064602
283,61340458,42.3147348,-71.0600175
284,61340462,42.3152274,-71.0598694
285,61340464,42.3148353,-71.0658862
286,61340466,42.314679,-71.055437
287,61340469,42.315154,-71.05528
288,61340471,42.3151305,-71.0608956
289,61340474,42.314757,-71.083543
290,61340476,42.315349,-71.083304
291,61340478,42.314923,-71.056755
292,61340482,42.3579049,-71.0627487
293,61340485,42.3577154,-71.0632118
294,61340487,42.3588328,-71.0578304
295,61340495,42.3577809,-71.0702841
296,61340497,42.357663,-71.058094
297,61340498,42.3580433,-71.12981
298,61340528,42.3581597,-71.1289945
299,61340533,42.3588252,-71.1413869
300,61340535,42.3584513,-71.1581737
301,61340537,42.3582252,-71.142736
302,61340539,42.358097,-71.1417353
303,61340545,42.3602672,-71.0700385
304,61340548,42.3590388,-71.1308244
305,61340550,42.359748,-71.134815
306,61340552,42.3567508,-71.0573229
307,61340555,42.3596152,-71.0628424
308,61340557,42.3594646,-71.0630382
309,61340570,42.358556,-71.1404937
310,61340585,42.3567881,-71.0567607
311,61340587,42.3570997,-71.1296938
312,61340596,42.3579489,-71.1301997
313,61340598,42.3579781,-71.140813
314,61340608,42.3589644,-71.1351487
315,61340611,42.3588992,-71.1372507
316,61340615,42.3567461,-71.0580601
317,61340619,42.356835,-71.166604
318,61340621,42.3555025,-71.0565291
319,61340636,42.358275,-71.0614958
320,61340645,42.3589343,-71.1331275
321,61340652,42.3580233,-71.068522
322,61340671,42.3588097,-71.0699357
323,61340675,42.3586057,-71.1314969
324,61340678,42.358202,-71.131233
325,61340682,42.3584511,-71.1445001
326,61340684,42.358454,-71.1281671
327,61340689,42.3583066,-71.0662842
328,61340693,42.3581465,-71.1546172
329,61340695,42.357842,-71.0661113
330,61340699,42.3581511,-71.1547432
331,61340704,42.3578964,-71.0694769
332,61340719,42.3512505,-71.0498401
333,61340721,42.3515134,-71.0869952
334,61340725,42.3507133,-71.0490141
335,61340729,42.3516358,-71.1429895
336,61340734,42.3513281,-71.1509465
337,61340736,42.3514898,-71.1400837
338,61340738,42.350899,-71.0777369
339,61340740,42.3511144,-71.1502744
340,61340742,42.3512043,-71.1675533
341,61340743,42.3514778,-71.0755997
342,61340749,42.3568494,-71.1572633
343,61340751,42.3529106,-71.1452942
344,61340753,42.3533395,-71.1450553
345,61340755,42.351916,-71.158071
346,61340757,42.352653,-71.158061
347,61340762,42.3507698,-71.100273
348,61340764,42.3506533,-71.0574415
349,61340766,42.3515482,-71.0572591
350,61340768,42.3510579,-71.1686176
351,61340771,42.3518739,-71.1687181
352,61340773,42.3510249,-71.1433099
353,61340775,42.3510964,-71.142832
354,61340777,42.3508438,-71.0894765
355,61340781,42.3561183,-71.1668242
356,61340783,42.356333,-71.156911
357,61340786,42.3557597,-71.0713208
358,61340788,42.3562277,-71.1662073
359,61340799,42.3560562,-71.0700473
360,61340805,42.3565822,-71.1592104
361,61340818,42.3559408,-71.1624402
362,61340827,42.3563384,-71.1623193
363,61340829,42.3556617,-71.0628874
364,61340833,42.35604,-71.158079
365,61340835,42.3561196,-71.1340098
366,61340839,42.313657,-71.072138
367,61340844,42.314557,-71.07172
368,61340848,42.3137592,-71.1014008
369,61340850,42.313986,-71.101157
370,61340852,42.313675,-71.07298
371,61340857,42.31505,-71.054576
372,61340859,42.3139746,-71.1020622
373,61340861,42.314048,-71.079168
374,61340864,42.3136026,-71.055055
375,61340872,42.313676,-71.079401
376,61340877,42.3138888,-71.1216379
377,61340886,42.3138311,-71.1222351
378,61340894,42.3134783,-71.1220958
379,61340896,42.3523636,-71.0522542
380,61340905,42.3525527,-71.0598047
381,61340907,42.3513762,-71.0528831
382,61340918,42.3519191,-71.0854923
383,61340922,42.35206,-71.0734488
384,61340929,42.3516248,-71.1251602
385,61340937,42.3510876,-71.0649214
386,61340944,42.3511654,-71.1314436
387,61340946,42.3512028,-71.1473629
388,61340954,42.3525521,-71.151349
389,61340956,42.3528356,-71.1677855
390,61340962,42.3132681,-71.089402
391,61340969,42.313321,-71.1042043
392,61340971,42.313423,-71.076185
393,61340973,42.313219,-71.079683
394,61340976,42.3134976,-71.0795145
395,61340978,42.314177,-71.091137
396,61340988,42.3133174,-71.1222322
397,61340989,42.313104,-71.060396
398,61340991,42.3134704,-71.1202805
399,61340993,42.3133148,-71.1206442
400,61340995,42.3134458,-71.108848
401,61340997,42.3133279,-71.1090206
402,61341001,42.313496,-71.080766
403,61341004,42.313186,-71.083553
404,61341006,42.313545,-71.0836481
405,61341017,42.3128344,-71.0674183
406,61341020,42.313374,-71.070517
407,61341021,42.313125,-71.075358
408,61341023,42.312994,-71.0665083
409,61341024,42.313226,-71.075668
410,61341025,42.31402,-71.065465
411,61341026,42.313909,-71.11019
412,61341027,42.313747,-71.066258
413,61341029,42.315136,-71.109622
414,61341030,42.3128488,-71.0701534
415,61341034,42.3137101,-71.060526
416,61341035,42.313688,-71.063259
417,61341037,42.313801,-71.085589
418,61341039,42.3141732,-71.0598816
419,61341041,42.3137045,-71.0467198
420,61341042,42.3135391,-71.0469782
421,61341043,42.314217,-71.073145
422,61341044,42.313683,-71.073212
423,61341048,42.314105,-71.064213
424,61341050,42.3121376,-71.0471146
425,61341051,42.3124438,-71.0463781
426,61341052,42.31269,-71.112223
427,61341053,42.3125736,-71.0496244
428,61341057,42.3122368,-71.0773315
429,61341058,42.3122312,-71.0731913
430,61341060,42.312946,-71.07261
431,61341062,42.3128539,-71.064776
432,61341067,42.3123534,-71.085172
433,61341073,42.314009,-71.088806
434,61341074,42.313199,-71.110808
435,61341077,42.3124464,-71.1115889
436,61341081,42.31086,-71.0516381
437,61341083,42.313101,-71.0506298
438,61341086,42.3126427,-71.0506607
439,61341088,42.312691,-71.080088
440,61341091,42.3127568,-71.1022657
441,61341093,42.3125624,-71.0843489
442,61341094,42.3129978,-71.1028924
443,61341102,42.3110759,-71.101958
444,61341103,42.310952,-71.075109
445,61341104,42.3113696,-71.0758268
446,61341105,42.3116395,-71.0779478
447,61341107,42.310965,-71.078526
448,61341111,42.311891,-71.080743
449,61341112,42.3111387,-71.0514082
450,61341113,42.313588,-71.0979563
451,61341115,42.313329,-71.0975241
452,61341116,42.3126463,-71.0513203
453,61341120,42.3133534,-71.0511704
454,61341121,42.313347,-71.121202
455,61341128,42.3137939,-71.1196346
456,61341131,42.3120731,-71.075133
457,61341132,42.31257,-71.127822
458,61341133,42.3126416,-71.1056307
459,61341134,42.3122359,-71.075006
460,61341138,42.3118499,-71.126815
461,61341143,42.311857,-71.127432
462,61341144,42.312466,-71.12628
463,61341146,42.312246,-71.093189
464,61341147,42.3131799,-71.0973013
465,61341148,42.312183,-71.093483
466,61341150,42.312794,-71.083335
467,61341151,42.312174,-71.082972
468,61341154,42.3120336,-71.0574141
469,61341155,42.3121497,-71.1044532
470,61341156,42.312131,-71.0582483
471,61341159,42.31296,-71.057207
472,61341160,42.312215,-71.0979303
473,61341161,42.3126434,-71.1176777
474,61341165,42.3121947,-71.0661672
475,61341169,42.3130202,-71.114109
476,61341172,42.312307,-71.114181
477,61341174,42.312339,-71.118191
478,61341175,42.312855,-71.058098
479,61341177,42.3563812,-71.0729206
480,61341178,42.356511,-71.061982
481,61341179,42.3573158,-71.0726439
482,61341181,42.3507322,-71.1490727
483,61341182,42.3513537,-71.1540267
484,61341183,42.3503477,-71.1478545
485,61341187,42.3564525,-71.0700429
486,61341188,42.356726,-71.1540271
487,61341189,42.356624,-71.0716691
488,61341197,42.3569198,-71.0702932
489,61341199,42.3569653,-71.1329561
490,61341202,42.3570099,-71.065788
491,61341204,42.3567062,-71.0697053
492,61341206,42.3568447,-71.1303254
493,61341207,42.3565931,-71.0676147
494,61341214,42.3570393,-71.1608342
495,61341215,42.3571263,-71.0678259
496,61341216,42.3570179,-71.0698747
497,61341218,42.357171,-71.134552
498,61341219,42.3574511,-71.1483009
499,61341220,42.3569991,-71.1485813
500,61341221,42.35729,-71.157554
