i,n,lat,lon
16725,4605980459,-3.7607346,-38.6373757
16726,4605980460,-3.7615869,-38.636255
16727,4605980461,-3.7611755,-38.6359604
16728,5752273244,-3.7727542,-38.4570418
16729,4605980462,-3.7603703,-38.6361428
16730,4605980463,-3.7616338,-38.6371015
16731,5752273253,-3.7712091,-38.4588938
16732,4605980464,-3.7615976,-38.6354254
16733,7068236143,-3.829981,-38.5239404
16734,7068236148,-3.8299249,-38.5246468
16735,7025375607,-3.7274608,-38.6582381
16736,2756631073,-3.7961227,-38.4839239
16737,7068236153,-3.832076,-38.5150021
16738,627227011,-3.7260241,-38.5109263
16739,1703548156,-3.8105343,-38.5843978
16740,627227058,-3.7238769,-38.514956
16741,6215875001,-3.7498988,-38.6108228
16742,6215875002,-3.7505367,-38.6108628
16743,7190133188,-3.8225625,-38.5645657
16744,7190133192,-3.8222197,-38.5654865
16745,7190133193,-3.8222273,-38.5652894
16746,7190133195,-3.8223002,-38.5653249
16747,7190133210,-3.8272367,-38.5646496
16748,618052062,-3.7355294,-38.4938139
16749,618052064,-3.7313176,-38.499986
16750,618052072,-3.7310154,-38.5009704
16751,7099824633,-3.7868001,-38.5258386
16752,7099824634,-3.7867274,-38.5263213
16753,618052089,-3.7335278,-38.4931699
16754,618052095,-3.7418588,-38.5044695
16755,618052096,-3.7415008,-38.502199
16756,618052098,-3.7398815,-38.5006353
16757,616348174,-3.7333303,-38.5006475
16758,616348175,-3.7352207,-38.4980533
16759,616348176,-3.7355475,-38.4970153
16760,616348177,-3.7518667,-38.5066067
16761,616348178,-3.7504133,-38.5061467
16762,616348179,-3.749746,-38.5059285
16763,616348180,-3.7490765,-38.5057188
16764,616348181,-3.7483818,-38.505496
16765,616348182,-3.7448309,-38.5043506
16766,616348183,-3.7440921,-38.5041253
16767,616348184,-3.7432143,-38.5038284
16768,616348186,-3.741187,-38.5031827
16769,7183710747,-3.7622718,-38.6118065
16770,616348187,-3.7391832,-38.5025393
16771,265075229,-3.7377324,-38.5462875
16772,265075230,-3.7379109,-38.5471987
16773,616348188,-3.7384083,-38.5022782
16774,265075232,-3.7380785,-38.5480216
16775,265075233,-3.7382625,-38.5488444
16776,265075234,-3.7384957,-38.5499338
16777,616348195,-3.7421238,-38.5002752
16778,265075236,-3.7387252,-38.5509913
16779,616348197,-3.7408923,-38.5041477
16780,616348198,-3.7349038,-38.499025
16781,616348199,-3.7345925,-38.4999794
16782,616348200,-3.7342759,-38.5009501
16783,616348201,-3.733959,-38.5019218
16784,265075237,-3.7389453,-38.5520742
16785,265075238,-3.7391647,-38.5531706
16786,265075239,-3.739376,-38.5542343
16787,616348205,-3.7424956,-38.4992579
16788,616348206,-3.7434278,-38.4995705
16789,616348207,-3.7444221,-38.4998721
16790,616348208,-3.7460514,-38.500398
16791,265075241,-3.7396123,-38.5553963
16792,265075242,-3.7398224,-38.5564034
16793,616348211,-3.7428045,-38.4983008
16794,616348212,-3.7469948,-38.500716
16795,616348213,-3.7473107,-38.4997177
16796,616348214,-3.747624,-38.498773
16797,265075246,-3.740475,-38.5596686
16798,265075247,-3.7406934,-38.5607508
16799,265075249,-3.7409208,-38.5618277
16800,265075250,-3.7411566,-38.5628911
16801,616348219,-3.7479893,-38.5010251
16802,616348220,-3.7482837,-38.5000423
16803,265075252,-3.7415892,-38.5650942
16804,265075255,-3.7419106,-38.566478
16805,265075258,-3.7379065,-38.5467635
16806,265075259,-3.73803,-38.5473069
16807,265075260,-3.7380866,-38.5476261
16808,265075262,-3.7383419,-38.5488334
16809,265075264,-3.7385693,-38.5499177
16810,616348228,-3.7345914,-38.496719
16811,616348229,-3.7375477,-38.4976605
16812,265075266,-3.7386857,-38.5504293
16813,265075267,-3.7388002,-38.5509705
16814,265075268,-3.7390209,-38.5520581
16815,616348233,-3.7388489,-38.4970232
16816,616348234,-3.7407648,-38.4976442
16817,3748051525,-3.7423768,-38.5373922
16818,3748051526,-3.7419038,-38.5369626
16819,616348237,-3.7385097,-38.4947516
16820,616348238,-3.7394991,-38.4950958
16821,265075273,-3.7398953,-38.5563888
16822,616348240,-3.7414137,-38.4957021
16823,616348241,-3.7431334,-38.5005119
16824,616348242,-3.7437616,-38.4986088
16825,616348243,-3.7440707,-38.4976485
16826,265075275,-3.7401039,-38.5574609
16827,616348245,-3.7447419,-38.498918
16828,265075277,-3.7405572,-38.5596519
16829,265075279,-3.7407633,-38.560735
16830,265075280,-3.7409882,-38.5618132
16831,265075281,-3.7412325,-38.5628858
16832,265075282,-3.7414586,-38.5639741
16833,265075284,-3.7416669,-38.5650748
16834,265075286,-3.7419671,-38.5664055
16835,265075288,-3.7425571,-38.5657666
16836,265075289,-3.7423772,-38.5649281
16837,265075292,-3.7421596,-38.5638325
16838,265075294,-3.7419234,-38.5627447
16839,265075295,-3.7416969,-38.5616779
16840,265075296,-3.7414686,-38.5605944
16841,265075298,-3.7412446,-38.5595072
16842,265075299,-3.7410235,-38.5584287
16843,265075300,-3.740801,-38.5573169
16844,265075302,-3.740561,-38.5562419
16845,265075303,-3.7403798,-38.5552354
16846,265075304,-3.740133,-38.5540703
16847,616348256,-3.7361791,-38.4950971
16848,265075306,-3.739924,-38.5530259
16849,265075307,-3.739789,-38.5523772
16850,616348265,-3.7402298,-38.4805725
16851,265075309,-3.739697,-38.5519238
16852,616348270,-3.7447536,-38.4889444
16853,265075311,-3.7394694,-38.5508271
16854,616348272,-3.7365084,-38.4941373
16855,265075313,-3.7392642,-38.5497775
16856,616348273,-3.7367975,-38.4931999
16857,265075315,-3.7392165,-38.5495251
16858,265075316,-3.7390209,-38.5486627
16859,265075317,-3.7388933,-38.5480877
16860,616348274,-3.7371217,-38.4921811
16861,616348277,-3.7380821,-38.4892947
16862,616348278,-3.7381813,-38.4890449
16863,616348280,-3.7381479,-38.4880042
16864,265075322,-3.7515082,-38.5585869
16865,616348281,-3.7381068,-38.4869681
16866,616348284,-3.7370728,-38.4890907
16867,265075326,-3.7486489,-38.5582151
16868,2795027072,-3.7611862,-38.5208145
16869,265075329,-3.7479557,-38.557593
16870,265075330,-3.7471434,-38.5568641
16871,1895479939,-3.7780226,-38.5566735
16872,265075332,-3.7463335,-38.5561374
16873,265075333,-3.7457956,-38.5556547
16874,265075334,-3.7450394,-38.5549762
16875,2795027076,-3.760216,-38.5207275
16876,2795027079,-3.7611116,-38.521528
16877,616348289,-3.7419766,-38.486125
16878,616348298,-3.7521229,-38.5088396
16879,265075338,-3.7433907,-38.5534906
16880,265075339,-3.7429907,-38.5531266
16881,2795027083,-3.760154,-38.5214301
16882,265075341,-3.7425699,-38.5527646
16883,265075342,-3.7417572,-38.5520105
16884,616348304,-3.7457298,-38.4981714
16885,265075343,-3.7411442,-38.5514545
16886,616348306,-3.7486923,-38.5045357
16887,616348307,-3.7493742,-38.5047613
16888,616348308,-3.7500536,-38.5049696
16889,616348309,-3.7507131,-38.5051891
16890,2795027088,-3.7600586,-38.5222373
16891,265075345,-3.7404738,-38.5508519
16892,265075346,-3.7382306,-38.5474715
16893,265075347,-3.7387645,-38.5479413
16894,265075349,-3.7392955,-38.5484228
16895,265075350,-3.739825,-38.5488916
16896,265075351,-3.7411508,-38.5501004
16897,4894407321,-3.72745,-38.5750647
16898,616348318,-3.7466643,-38.4984599
16899,265075353,-3.7418078,-38.5507027
16900,265075355,-3.745701,-38.5542379
16901,265075356,-3.7464518,-38.5549022
16902,265075354,-3.7448882,-38.553495
16903,616348323,-3.7517523,-38.5055145
16904,616348324,-3.746877,-38.5039432
16905,616348325,-3.7459978,-38.5036562
16906,265075358,-3.7470045,-38.5553986
16907,265075359,-3.7478199,-38.5561211
16908,265075360,-3.7486268,-38.5568467
16909,265075362,-3.7493253,-38.5574716
16910,616348330,-3.7330148,-38.5016306
16911,265075366,-3.750767,-38.5587875
16912,265075367,-3.7500963,-38.5595139
16913,4391746218,-3.7262727,-38.5688226
16914,4391746219,-3.7263132,-38.5687021
16915,616348335,-3.7306569,-38.4986974
16916,4391746220,-3.7265038,-38.5687648
16917,4391746221,-3.7264597,-38.568885
16918,4391746222,-3.7287838,-38.5693322
16919,265075378,-3.7463296,-38.5627263
16920,265075379,-3.7458585,-38.5631353
16921,265075381,-3.7450563,-38.5637504
16922,265075380,-3.7457461,-38.5632131
16923,265075383,-3.7444654,-38.5642377
16924,265075384,-3.7438445,-38.5646789
16925,4391746224,-3.7289515,-38.5691713
16926,4391746225,-3.7289673,-38.5693101
16927,4391746226,-3.7369085,-38.572057
16928,4391746228,-3.7370415,-38.5719847
16929,4391746229,-3.7371233,-38.5718964
16930,4391746230,-3.7372119,-38.5734104
16931,4391746231,-3.7373114,-38.5733971
16932,4391746232,-3.7370471,-38.5732409
16933,4391746233,-3.7369482,-38.5732608
16934,265075387,-3.7431941,-38.5652274
16935,265075388,-3.7415066,-38.5669199
16936,265075391,-3.739332,-38.5685413
16937,265075392,-3.7389363,-38.5688736
16938,1895479998,-3.7783055,-38.5560137
16939,265075399,-3.7460753,-38.5631206
16940,265075400,-3.7450007,-38.5639963
16941,1714600647,-3.7042866,-38.5680319
16942,265075402,-3.7439515,-38.5648117
16943,1714600651,-3.7043481,-38.5691461
16944,265075404,-3.7432249,-38.5653951
16945,265075405,-3.7425932,-38.5659422
16946,618052299,-3.7396137,-38.5189569
16947,265075407,-3.7416176,-38.5670326
16948,2862136014,-3.8679343,-38.4995189
16949,2862136017,-3.8669668,-38.4990616
16950,265075410,-3.7399194,-38.5682248
16951,265075411,-3.7395139,-38.5685561
16952,618052308,-3.7357477,-38.5176569
16953,265075413,-3.7389907,-38.5689954
16954,618052310,-3.7376772,-38.5182918
16955,2862136018,-3.8666859,-38.4988913
16956,618052312,-3.7385657,-38.5185962
16957,2862136019,-3.8661869,-38.499446
16958,1714600666,-3.7046171,-38.5650245
16959,2795027162,-3.7590277,-38.5216405
16960,2862136024,-3.8665146,-38.5011195
16961,2862136025,-3.8658839,-38.5008308
16962,2862136028,-3.866265,-38.5014287
16963,2795027167,-3.7590975,-38.5208285
16964,2862136026,-3.8661767,-38.5015279
16965,2862136027,-3.8654737,-38.5012333
16966,2795027170,-3.7599476,-38.5219621
16967,2862136031,-3.8657325,-38.5020241
16968,2862136033,-3.8654401,-38.50235
16969,2862136032,-3.8665557,-38.5022369
16970,2862136034,-3.8662843,-38.5026215
16971,2860342475,-3.8092855,-38.4486188
16972,6216006377,-3.7453819,-38.6475811
16973,1714600681,-3.7048052,-38.5651271
16974,1714600684,-3.7049473,-38.5652204
16975,1714600688,-3.7049551,-38.5643009
16976,2860342479,-3.8094433,-38.4477278
16977,1714600692,-3.7050778,-38.5652858
16978,1714600697,-3.705215,-38.5644357
16979,1714600725,-3.7054799,-38.5628361
16980,1714600728,-3.7055027,-38.5634273
16981,1714600734,-3.70552,-38.5646161
16982,618052382,-3.7280343,-38.4968487
16983,1714600737,-3.7057858,-38.5642544
16984,1714600744,-3.7058239,-38.5629502
16985,618052396,-3.7261809,-38.5144985
16986,618052398,-3.7276736,-38.5149613
16987,1714600751,-3.7060521,-38.5638691
16988,1893514039,-3.8087365,-38.5261737
16989,1714600760,-3.7065604,-38.564531
16990,1714600763,-3.7065537,-38.5631771
16991,1714600774,-3.7065905,-38.5647788
16992,1714600777,-3.7066554,-38.564081
16993,1714600781,-3.7066916,-38.5650146
16994,1714600784,-3.7067108,-38.5675404
16995,1714600787,-3.7067711,-38.5673339
16996,1714600791,-3.7068996,-38.5669698
16997,6215220058,-3.7957849,-38.5355169
16998,1714600795,-3.7071805,-38.5660715
16999,1714600803,-3.7071757,-38.5642529
17000,1714600805,-3.707333,-38.5656101
17001,1714600807,-3.7073914,-38.5642178
17002,2098412014,-3.7935808,-38.6573259
17003,1714600824,-3.7074396,-38.5652371
17004,1714600827,-3.707447,-38.5646745
17005,1714600836,-3.7074798,-38.5639248
17006,2813901701,-3.7127052,-38.5578142
17007,2813901702,-3.7130099,-38.5574782
17008,2813901703,-3.7129547,-38.5578227
17009,2813901704,-3.7132545,-38.5575297
17010,2813901705,-3.7131761,-38.5578873
17011,1714600840,-3.7076179,-38.554623
17012,4774738827,-3.8669361,-38.5726427
17013,2813901708,-3.7140538,-38.5576822
17014,2813901709,-3.7139859,-38.5580353
17015,1714600846,-3.7076291,-38.565717
17016,4774738830,-3.8668773,-38.572581
17017,4774738832,-3.8664557,-38.5720769
17018,2813901713,-3.7142815,-38.5577187
17019,2813901714,-3.7142189,-38.558053
17020,1714600851,-3.7077369,-38.5653295
17021,4774738833,-3.8676635,-38.5734333
17022,4774738835,-3.8671649,-38.5722068
17023,4774738836,-3.8672064,-38.5722524
17024,1714600855,-3.7077105,-38.5683734
17025,4774738834,-3.8666521,-38.5715823
17026,4774738837,-3.8679503,-38.5730707
17027,5629781531,-3.8585262,-38.4701371
17028,1714600897,-3.7078699,-38.5561135
17029,265206721,-3.6833172,-38.6573098
17030,5629781533,-3.8586258,-38.4698495
17031,5629781534,-3.8585739,-38.469832
17032,5303483340,-3.8012984,-38.6188113
17033,1714600909,-3.7075544,-38.5692528
17034,265206733,-3.6832305,-38.655778
17035,5303483342,-3.8038289,-38.6207599
17036,5303483344,-3.8037685,-38.6208555
17037,1714600913,-3.7079403,-38.5673475
17038,5303483343,-3.804065,-38.6203805
17039,5303483341,-3.802569,-38.6198148
17040,1714600916,-3.7080317,-38.5650714
17041,5629781535,-3.8586805,-38.4695384
17042,265206742,-3.684094,-38.6541046
17043,1714600918,-3.7080625,-38.5641023
17044,1714600919,-3.7081304,-38.5662036
17045,5629781538,-3.861125,-38.4626561
17046,6211943390,-3.7591089,-38.6063933
17047,6211943391,-3.7591779,-38.6064178
17048,6211943392,-3.8091591,-38.4986424
17049,5629781539,-3.8612169,-38.4624003
17050,1714600932,-3.7082143,-38.5659234
17051,1714600933,-3.70818,-38.5645934
17052,5629781540,-3.86127,-38.4624195
17053,265206763,-3.688372,-38.6543794
17054,1714600940,-3.7081849,-38.5674339
17055,1714600941,-3.7081984,-38.5548804
17056,265206766,-3.6885446,-38.6538541
17057,5629781541,-3.8612991,-38.4621713
17058,5629781542,-3.8613552,-38.4621828
17059,1714600945,-3.7083035,-38.563731
17060,265206770,-3.6886841,-38.6536176
17061,1714600947,-3.7083198,-38.5641792
17062,5629781543,-3.8616329,-38.4614109
17063,1714600952,-3.7084949,-38.5637753
17064,265206777,-3.6888233,-38.6525903
17065,1714600954,-3.7085123,-38.562915
17066,1714600955,-3.7085461,-38.5663458
17067,2854140924,-3.7966517,-38.531362
17068,2854140925,-3.7938037,-38.5305482
17069,3262036989,-3.7878681,-38.4694765
17070,7189347324,-3.7724851,-38.4413113
17071,7189347326,-3.7736153,-38.440576
17072,2854140929,-3.7932039,-38.5303856
17073,2854140930,-3.7933975,-38.5295412
17074,5629781544,-3.8615762,-38.4613817
17075,2854140932,-3.7935097,-38.5287346
17076,2854140933,-3.7949478,-38.5308803
17077,2854140934,-3.7951792,-38.5300562
17078,5629781546,-3.861755,-38.4608641
17079,1893514248,-3.8080775,-38.5271087
17080,2854140939,-3.7939211,-38.5301541
17081,1714600974,-3.7089726,-38.5526454
17082,2854140944,-3.7922833,-38.5292569
17083,2854140945,-3.7920973,-38.5300595
17084,2854140946,-3.790918,-38.5297338
17085,2854140947,-3.7911257,-38.5289374
17086,1714600981,-3.7086655,-38.5618823
17087,2854140950,-3.7947081,-38.5381597
17088,2854140951,-3.7950013,-38.5383915
17089,1714600984,-3.708703,-38.5563717
17090,2854140953,-3.7955208,-38.5376653
17091,2854140949,-3.795313,-38.5374694
17092,5629781550,-3.8625541,-38.4587374
17093,1714600988,-3.7087674,-38.5629974
17094,1714600993,-3.7088947,-38.5638966
17095,1893645358,-3.8122809,-38.5375647
17096,2862136374,-3.8669086,-38.5041994
17097,2862136375,-3.8662068,-38.5035852
17098,2862136376,-3.8666461,-38.5030188
17099,2862136377,-3.8670117,-38.5039104
17100,2862136378,-3.8665822,-38.5035216
17101,2862136379,-3.867104,-38.5036308
17102,1714601020,-3.7091051,-38.5550547
17103,2862136381,-3.8668011,-38.5033525
17104,2862136380,-3.8667708,-38.5033258
17105,2862136382,-3.8669274,-38.5031797
17106,2862136383,-3.8668009,-38.5044857
17107,2862136384,-3.8663391,-38.5040457
17108,1714601026,-3.7091283,-38.5631139
17109,2862136385,-3.8666912,-38.5047412
17110,2862136387,-3.8665694,-38.5050242
17111,2862136386,-3.8661127,-38.5041996
17112,2862136390,-3.8648206,-38.5025552
17113,2862136391,-3.8658977,-38.5033169
17114,2862136393,-3.8662169,-38.5057812
17115,2862136395,-3.8659499,-38.5055432
17116,2862136396,-3.8662387,-38.5052261
17117,1714601037,-3.7092704,-38.5619628
17118,2862136398,-3.8657037,-38.5053232
17119,265206863,-3.6958029,-38.6312097
17120,1714601040,-3.7093099,-38.5527313
17121,2862136400,-3.8654722,-38.5051194
17122,2862136399,-3.8662523,-38.5047365
17123,2862136397,-3.8664035,-38.5053796
17124,265206873,-3.6948311,-38.6320877
17125,6211943515,-3.8455021,-38.4925844
17126,1714601055,-3.7095467,-38.5519704
17127,252755043,-3.8278227,-38.5046282
17128,2876423269,-3.8265884,-38.6117028
17129,2876423270,-3.8271086,-38.6107483
17130,265206887,-3.6939276,-38.6330355
17131,2876423272,-3.8266657,-38.610514
17132,1714601065,-3.7096445,-38.5517905
17133,2876423274,-3.8272663,-38.6083154
17134,2876423273,-3.8268748,-38.6106245
17135,2876423271,-3.8261763,-38.6114881
17136,1714601069,-3.7097127,-38.5633059
17137,265206898,-3.6935048,-38.6361982
17138,265206902,-3.693495,-38.6372546
17139,1714601081,-3.7097703,-38.5544761
17140,3262037121,-3.7870134,-38.4669796
17141,1714601096,-3.7099564,-38.5567141
17142,6209977480,-3.7256363,-38.4742686
17143,6211943567,-3.773403,-38.6053978
17144,265206928,-3.6896201,-38.6485366
17145,252755089,-3.7583554,-38.5194606
17146,6211943568,-3.7733787,-38.6054713
17147,1714601107,-3.7102204,-38.5567886
17148,265206937,-3.6888745,-38.6494812
17149,1714601136,-3.7102668,-38.5529566
17150,1714601139,-3.710412,-38.5577953
17151,1714601147,-3.7105056,-38.5546236
17152,1714601152,-3.7105681,-38.5553447
17153,1895480512,-3.7740411,-38.5536126
17154,265206979,-3.6833419,-38.6547517
17155,4815633605,-3.8584006,-38.5691075
17156,1714601158,-3.710638,-38.5569443
17157,4815633607,-3.8619237,-38.5720673
17158,4815633608,-3.8623787,-38.5691746
17159,265206985,-3.683165,-38.6557953
17160,6179962066,-3.7345963,-38.5124386
17161,6179962067,-3.7349176,-38.5114028
17162,265206998,-3.6829175,-38.6589193
17163,7192624342,-3.85353,-38.5212355
17164,265207001,-3.682757,-38.6596681
17165,1714601179,-3.7108798,-38.5578834
17166,1714601183,-3.7109734,-38.5493007
17167,1714601186,-3.7110202,-38.5530826
17168,1714601188,-3.7110281,-38.554783
17169,1714601189,-3.7110473,-38.5546859
17170,1714601190,-3.7110611,-38.5570827
17171,6212205796,-3.7658858,-38.653935
17172,2876554501,-3.8166392,-38.6081046
17173,2876554502,-3.8160467,-38.6084196
17174,1714601223,-3.7114341,-38.5547411
17175,2793323783,-3.7057634,-38.5741645
17176,2876554504,-3.8167769,-38.6074081
17177,2793323788,-3.7054242,-38.5740042
17178,1714601230,-3.7114752,-38.5483103
17179,1714601235,-3.7115596,-38.5531443
17180,1704903016,-3.8588328,-38.4783053
17181,3242245402,-3.7067655,-38.5564153
17182,3242245403,-3.7068389,-38.5561829
17183,2876554524,-3.818211,-38.6072178
17184,2876554523,-3.8175836,-38.6078636
17185,1704903018,-3.8590426,-38.4745209
17186,1714601254,-3.7118393,-38.548484
17187,1704903021,-3.8591451,-38.4738468
17188,1714601265,-3.7119138,-38.5548354
17189,1714601268,-3.7119329,-38.5532074
17190,1714601271,-3.7120012,-38.5485752
17191,1714601273,-3.7120226,-38.5548607
17192,7043071306,-3.8499014,-38.3961209
17193,7043071307,-3.8499487,-38.396101
17194,7043071308,-3.8499596,-38.3955671
17195,7043071311,-3.8495131,-38.3957685
17196,1714601297,-3.7121123,-38.5573098
17197,7043071316,-3.8384902,-38.3985653
17198,7043071318,-3.8394794,-38.4001041
17199,7043071319,-3.839064,-38.3994185
17200,7043071320,-3.8398787,-38.4008029
17201,7043071321,-3.8385734,-38.3986083
17202,7043071323,-3.8443214,-38.3981294
17203,1714601310,-3.7122136,-38.5486335
17204,1714601314,-3.7121765,-38.5470745
17205,1714601319,-3.712259,-38.5532416
17206,1714601324,-3.7122648,-38.5563992
17207,1714601342,-3.712317,-38.5504822
17208,1714601344,-3.7123705,-38.5532386
17209,1714601346,-3.7123819,-38.5486617
17210,2338635139,-3.7514268,-38.496317
17211,1714601351,-3.7124495,-38.5549763
17212,4043226505,-3.7127647,-38.6045308
17213,6621543819,-3.8107233,-38.5709028
17214,6621543820,-3.8110543,-38.5698352
17215,6621543821,-3.8117771,-38.570682
17216,1714601358,-3.7124575,-38.5472247
17217,6621543822,-3.8113125,-38.5705245
17218,6621543824,-3.8095033,-38.571651
17219,6621543823,-3.8098007,-38.5707423
17220,7034813842,-3.7619774,-38.6310599
17221,1714601363,-3.7124487,-38.5486918
17222,6621543826,-3.8118699,-38.5717479
17223,6621543825,-3.8114506,-38.5716087
17224,1893514650,-3.8078815,-38.5273935
17225,1893514651,-3.8071106,-38.5268715
17226,2240593328,-3.7695531,-38.5752681
17227,7185677747,-3.7435766,-38.4609066
17228,7185677748,-3.7454142,-38.4599598
17229,2240593336,-3.7679131,-38.5745906
17230,265207239,-3.694453,-38.626285
17231,2366160328,-3.7365069,-38.5314827
17232,265207242,-3.694643,-38.6233159
17233,2366160334,-3.7344644,-38.5319245
17234,2366160338,-3.7308113,-38.5379064
17235,2366160343,-3.7318048,-38.5299462
17236,1714601433,-3.7126764,-38.5487643
17237,1714601437,-3.7127948,-38.5551292
17238,1714601439,-3.7128269,-38.5474299
17239,6213909987,-3.7809682,-38.5579727
17240,6213909988,-3.7811443,-38.5578007
17241,1714601446,-3.7129152,-38.5533455
17242,265207271,-3.6934105,-38.6081106
17243,1714601449,-3.713033,-38.5481253
17244,265207274,-3.694512,-38.6034972
17245,1714601452,-3.7130049,-38.5552794
17246,265207276,-3.6953177,-38.6001322
17247,1326628335,-3.8363262,-38.4929492
17248,1326628336,-3.8358044,-38.4890611
17249,1326628337,-3.8405729,-38.4913543
17250,1326628338,-3.8388899,-38.4888745
17251,2844442099,-3.7858389,-38.6094138
17252,1326628341,-3.8402263,-38.4933811
17253,1326628342,-3.8327294,-38.4940441
17254,1326628343,-3.840819,-38.492991
17255,1326628344,-3.8419942,-38.492194
17256,1326628345,-3.84097,-38.4932382
17257,1326628346,-3.8331349,-38.4914106
17258,1326628347,-3.8367705,-38.4920954
17259,1326628350,-3.8376536,-38.4934033
17260,1326628352,-3.8413948,-38.4889754
17261,1326628354,-3.8397402,-38.4901127
17262,1326628355,-3.836468,-38.4903823
17263,1714601476,-3.7130638,-38.5541528
17264,1326628356,-3.8337945,-38.4899253
17265,1326628358,-3.8362567,-38.4888064
17266,265207303,-3.7008272,-38.5861684
17267,1326628357,-3.8394249,-38.493486
17268,1326628361,-3.832857,-38.4930865
17269,1326628359,-3.8371057,-38.4900128
17270,1326628360,-3.842261,-38.494279
17271,1326628364,-3.842211,-38.4932841
17272,1326628365,-3.83636,-38.4924324
17273,265207310,-3.7016788,-38.5842749
17274,1326628362,-3.8414257,-38.4925882
17275,1326628366,-3.8416812,-38.490645
17276,265207313,-3.7020002,-38.5836011
17277,6212206099,-3.7087333,-38.5745485
17278,265207315,-3.7022932,-38.5829612
17279,1714601493,-3.7131571,-38.5506113
17280,265207318,-3.7025937,-38.5823289
17281,1714601495,-3.7131909,-38.5587046
17282,265207320,-3.7029017,-38.5816664
17283,265207322,-3.7032022,-38.5810341
17284,1714601500,-3.7131763,-38.5575114
17285,265207325,-3.7035632,-38.5804036
17286,265207327,-3.7038484,-38.5797471
17287,1714601508,-3.7132324,-38.5533978
17288,1714601512,-3.7132309,-38.556195
17289,265207339,-3.7050426,-38.577097
17290,265207342,-3.7052069,-38.576771
17291,2265497135,-3.7693329,-38.5114625
17292,265207345,-3.7056436,-38.57587
17293,2265497140,-3.7695418,-38.5104548
17294,265207354,-3.70685,-38.5726489
17295,7034945085,-3.7087095,-38.5949935
17296,265207360,-3.7076674,-38.5704678
17297,7034945089,-3.7105337,-38.5871306
17298,1714601540,-3.7133002,-38.5583849
17299,7034945094,-3.7005151,-38.5868206
17300,1714601545,-3.7133344,-38.5566224
17301,265207369,-3.707551,-38.570427
17302,6214172234,-3.7596926,-38.5178652
17303,265207372,-3.7070964,-38.5715775
17304,1714601550,-3.7133569,-38.5477417
17305,265207375,-3.7067034,-38.5726036
17306,265207377,-3.7063303,-38.5735847
17307,265207380,-3.7059551,-38.5747592
17308,265207386,-3.7055264,-38.5758076
17309,265207389,-3.7049424,-38.5770087
17310,265207392,-3.7046288,-38.5776415
17311,1703198305,-3.7735961,-38.5989424
17312,1703198304,-3.7735292,-38.6006341
17313,265207395,-3.7043094,-38.5782958
17314,1907766718,-3.7622947,-38.4896416
17315,265207398,-3.7039688,-38.5790162
17316,2756623977,-3.7907152,-38.4898648
17317,1703198314,-3.773832,-38.5973915
17318,2756623978,-3.7929381,-38.4900875
17319,265207404,-3.7033983,-38.5803404
17320,2756623980,-3.7944602,-38.489913
17321,265207406,-3.7031061,-38.5809466
17322,2756623979,-3.7929812,-38.4897694
17323,2756623982,-3.7947558,-38.4873558
17324,2756623981,-3.7935729,-38.4872252
17325,265207410,-3.7027986,-38.5816059
17326,2756623984,-3.791386,-38.4873579
17327,2756623985,-3.7924502,-38.4874489
17328,265207413,-3.7025058,-38.5822303
17329,1703198326,-3.7741345,-38.6010875
17330,2756623983,-3.7925462,-38.4871274
17331,1714601595,-3.7134961,-38.5456516
17332,1703198331,-3.7743842,-38.5975744
17333,265207422,-3.7015545,-38.5841836
17334,1714601599,-3.7135603,-38.5575968
17335,1703198337,-3.7747732,-38.6014398
17336,1703198339,-3.7749281,-38.6035444
17337,265207428,-3.7009754,-38.5854855
17338,1703198340,-3.7749408,-38.6036892
17339,7187250822,-3.8134149,-38.4238444
17340,7187250823,-3.813417,-38.4239023
17341,1714601608,-3.7135752,-38.5522555
17342,1703198347,-3.7751477,-38.5975245
17343,1703198349,-3.7756702,-38.5956275
17344,1703198351,-3.7753477,-38.5994179
17345,7187250833,-3.8135756,-38.4115317
17346,7187250836,-3.8054919,-38.4171248
17347,7187250837,-3.8045271,-38.4181716
17348,1703198358,-3.7754541,-38.6071765
17349,1703198361,-3.775477,-38.601636
17350,265207449,-3.6965264,-38.5948983
17351,1714601628,-3.7136272,-38.5534112
17352,1703198364,-3.7755819,-38.6038361
17353,265207452,-3.6960644,-38.596713
17354,7187250848,-3.8140042,-38.4090123
17355,1714601633,-3.7136198,-38.5507659
17356,1703198369,-3.7756992,-38.608862
17357,265207459,-3.6943811,-38.6034797
17358,1703198372,-3.775751,-38.6061316
17359,7185677986,-3.7375613,-38.4755376
17360,265207462,-3.694003,-38.6050611
17361,1714601639,-3.7148942,-38.5446159
17362,7185677987,-3.7354674,-38.4695826
17363,1703198377,-3.7760313,-38.5996164
17364,265207465,-3.6934532,-38.6073098
17365,1703198379,-3.7760397,-38.5969884
17366,7185677996,-3.7406205,-38.4764446
17367,5589221039,-3.8423691,-38.5755837
17368,5589221040,-3.8681585,-38.5102136
17369,1703198385,-3.7761511,-38.6018224
17370,1703198389,-3.7763279,-38.6040512
17371,265207478,-3.692502,-38.6148301
17372,1703198391,-3.7764123,-38.5954738
17373,265207481,-3.6925756,-38.6155101
17374,1703198393,-3.776438,-38.6063238
17375,5589221053,-3.8427588,-38.5915056
17376,5589221054,-3.8424434,-38.5912611
