i,n,lat,lon
4497,2768383591,-3.7260482,-38.4668722
4498,2768383595,-3.7255464,-38.4658454
4499,2768383597,-3.7259849,-38.465526
4500,2768383599,-3.7262098,-38.4677463
4501,2768383601,-3.7261044,-38.4674918
4502,2768383603,-3.7265016,-38.4672923
4503,2768383607,-3.7247814,-38.4680998
4504,2768383610,-3.7268089,-38.4679351
4505,2768383612,-3.7261868,-38.4682247
4506,2768383616,-3.7251024,-38.468754
4507,2768383618,-3.7270021,-38.4683182
4508,2768383621,-3.7283323,-38.4710759
4509,2768383622,-3.7277039,-38.4714121
4510,2768383631,-3.7269722,-38.4715989
4511,2768383633,-3.7265817,-38.4717876
4512,2839686802,-3.7866679,-38.6276255
4513,2839686803,-3.7872126,-38.6287169
4514,2839686805,-3.7872387,-38.6281429
4515,2839686806,-3.7874394,-38.6272209
4516,2839686808,-3.787412,-38.6277822
4517,2839686809,-3.7878997,-38.6288986
4518,2839686811,-3.7881373,-38.6274067
4519,2839686814,-3.7885969,-38.6290891
4520,2839686815,-3.7887531,-38.6285501
4521,2839686816,-3.7888211,-38.6275904
4522,2839686818,-3.7887528,-38.6281738
4523,2839686819,-3.7892881,-38.6292762
4524,2839686820,-3.7894375,-38.6286899
4525,2839686821,-3.7895129,-38.6277795
4526,2839686823,-3.7894345,-38.6283506
4527,5571227339,-3.8501333,-38.5201084
4528,1893740236,-3.8032017,-38.5336397
4529,5571227343,-3.8590375,-38.5102474
4530,5571227344,-3.8562577,-38.5108667
4531,5571227346,-3.8562623,-38.5107635
4532,5571227347,-3.856197,-38.5107388
4533,5571227348,-3.8579711,-38.5131459
4534,5571227349,-3.8559637,-38.5124246
4535,5571227351,-3.8567806,-38.5159283
4536,5571227352,-3.8570691,-38.5155603
4537,5571227353,-3.8569742,-38.5154111
4538,5571227355,-3.8565883,-38.5168892
4539,2794860256,-3.7795341,-38.5125912
4540,2794860263,-3.7805143,-38.5133893
4541,2794860268,-3.7815267,-38.5134168
4542,2794860270,-3.780802,-38.5129096
4543,2794860272,-3.7811983,-38.5127195
4544,2794860274,-3.7811265,-38.5136139
4545,2794860278,-3.7817398,-38.512806
4546,2794860280,-3.781949,-38.5127105
4547,2794860282,-3.7817431,-38.5122095
4548,2794860284,-3.7821969,-38.5131992
4549,1612590845,-3.7847813,-38.5425596
4550,1612590846,-3.7862296,-38.5429694
4551,2794860288,-3.7815685,-38.5128922
4552,1612590849,-3.7891163,-38.5438499
4553,1612590848,-3.7869175,-38.5431801
4554,1612590853,-3.787256,-38.5397072
4555,1612590856,-3.786582,-38.5419209
4556,5571227402,-3.8520652,-38.5208919
4557,1612590860,-3.784804,-38.5470315
4558,1612590861,-3.7876142,-38.5434017
4559,5571227404,-3.8516606,-38.5207315
4560,1612590863,-3.7837519,-38.5434391
4561,1612590867,-3.7818069,-38.542298
4562,1612590870,-3.7815559,-38.5452378
4563,3240089210,-3.8173543,-38.6036436
4564,1612590875,-3.788338,-38.5433692
4565,1612590878,-3.7882774,-38.5435893
4566,1612590879,-3.7879191,-38.5446754
4567,3240089212,-3.8181867,-38.6081592
4568,1612590881,-3.7875705,-38.5457338
4569,1612590882,-3.787208,-38.5467104
4570,1612590883,-3.7868767,-38.5476577
4571,3240089213,-3.8185592,-38.6062415
4572,1612590889,-3.788359,-38.5425497
4573,1612590890,-3.7872013,-38.5421286
4574,3240089214,-3.8187488,-38.6058914
4575,6110064428,-3.7399012,-38.5711949
4576,1612590895,-3.7858412,-38.5440624
4577,1612590896,-3.7844198,-38.5436569
4578,1612590897,-3.7808533,-38.5450393
4579,3240089215,-3.8192175,-38.610264
4580,1612590899,-3.7834155,-38.542182
4581,1612590904,-3.7823582,-38.5441976
4582,1612590905,-3.7827117,-38.5431377
4583,3240089217,-3.819439,-38.611341
4584,1612590907,-3.7871054,-38.5425726
4585,1612590909,-3.7865379,-38.5442677
4586,1612590910,-3.7841012,-38.5423772
4587,1612590911,-3.7861474,-38.5453419
4588,3240089219,-3.8198628,-38.6089941
4589,1612590920,-3.7879738,-38.5424102
4590,1612590922,-3.7872072,-38.5444622
4591,1781280589,-3.8067729,-38.4764588
4592,1612590926,-3.7827371,-38.5463979
4593,1612590928,-3.7865398,-38.5464903
4594,1781280593,-3.8116238,-38.4734573
4595,1612590930,-3.786216,-38.547466
4596,1781280594,-3.7464858,-38.4798661
4597,1781280598,-3.7583671,-38.4790552
4598,1612590935,-3.7823876,-38.545122
4599,1781280599,-3.7658169,-38.4827065
4600,1781280604,-3.7465888,-38.4798734
4601,7043034973,-3.8637883,-38.568215
4602,1612590942,-3.7834246,-38.546646
4603,1612590943,-3.7851324,-38.5438643
4604,1781280610,-3.7570168,-38.4823553
4605,1612590947,-3.7806269,-38.5457646
4606,7043034978,-3.8634464,-38.5694186
4607,1612590950,-3.7841194,-38.5468529
4608,7043034982,-3.862206,-38.5837725
4609,1612590953,-3.7868459,-38.5455365
4610,1781280618,-3.7556848,-38.4833159
4611,1781280617,-3.8060525,-38.473896
4612,1781280620,-3.7731494,-38.4816599
4613,1781280622,-3.7868809,-38.4728088
4614,1612590959,-3.7808807,-38.5449532
4615,1781280624,-3.7833215,-38.4769496
4616,1612590961,-3.7800771,-38.5435494
4617,1781280626,-3.7916456,-38.4765358
4618,1612590963,-3.7810181,-38.5423459
4619,3240089228,-3.8205229,-38.6103389
4620,1612590965,-3.7803651,-38.5423995
4621,1781280627,-3.8088843,-38.4655797
4622,3226855027,-3.8498081,-38.4505524
4623,1781280632,-3.8067007,-38.475588
4624,1781280633,-3.8102367,-38.4719216
4625,1781280635,-3.8134723,-38.4673989
4626,1781280636,-3.8092417,-38.4649579
4627,3226855029,-3.8501956,-38.4495157
4628,3675795327,-3.7603596,-38.6370261
4629,3675795328,-3.760845,-38.6374833
4630,3240089231,-3.8206897,-38.6099301
4631,1781280642,-3.746554,-38.4800541
4632,3226855030,-3.8500243,-38.4482328
4633,1612590980,-3.7812906,-38.5459609
4634,1781280644,-3.8050769,-38.4714632
4635,3675795334,-3.7596924,-38.6387656
4636,1612590982,-3.7830607,-38.5432324
4637,3675795337,-3.7574362,-38.6400037
4638,3675795338,-3.7576197,-38.6401122
4639,1612590985,-3.7854596,-38.5451372
4640,3675795340,-3.7582305,-38.6399658
4641,1612590987,-3.7840646,-38.544695
4642,1612590988,-3.7833893,-38.5444997
4643,1612590991,-3.7819593,-38.5440864
4644,1612590990,-3.7826913,-38.5442953
4645,1612590993,-3.7801547,-38.5456745
4646,1612590994,-3.7796107,-38.5443904
4647,1781280650,-3.8128736,-38.4751291
4648,1781280660,-3.7743993,-38.4818917
4649,3675795349,-3.7595835,-38.6406615
4650,1781280662,-3.7869182,-38.48067
4651,3226855033,-3.850035,-38.449928
4652,1781280664,-3.7840428,-38.4758263
4653,3675795353,-3.7579948,-38.6398146
4654,3675795354,-3.7591064,-38.6404033
4655,1781280666,-3.7869584,-38.4735805
4656,3675795357,-3.7591537,-38.6383994
4657,3675795358,-3.7595329,-38.6381972
4658,3240089237,-3.8209039,-38.6094093
4659,3675795360,-3.7605808,-38.637242
4660,3675795363,-3.7611407,-38.6377228
4661,3226855037,-3.8505453,-38.4514882
4662,3908317097,-3.7654131,-38.6122383
4663,3226855038,-3.8501224,-38.4520927
4664,3226855039,-3.8497974,-38.4527667
4665,3675795380,-3.7593502,-38.6375076
4666,3675795381,-3.7598681,-38.6378667
4667,3675795382,-3.759077,-38.6378828
4668,3675795383,-3.7596328,-38.6371446
4669,3675795384,-3.7601657,-38.6375802
4670,3240089244,-3.8214522,-38.6108153
4671,3226855043,-3.8512459,-38.4529334
4672,3226855044,-3.8523986,-38.4537713
4673,7187214295,-3.7807589,-38.6150858
4674,7187214296,-3.7808469,-38.6150055
4675,2856202201,-3.7880603,-38.5266671
4676,2856202202,-3.7884005,-38.525444
4677,2856202203,-3.7881308,-38.5253739
4678,2856202204,-3.787799,-38.5265995
4679,2856202205,-3.7875122,-38.5265217
4680,2856202206,-3.7878455,-38.5252997
4681,2856202207,-3.7877185,-38.525748
4682,2856202208,-3.7870204,-38.5255566
4683,2856202209,-3.7874285,-38.5256818
4684,2856202210,-3.7872169,-38.5264413
4685,2856202211,-3.7871672,-38.5256048
4686,7187214302,-3.7813933,-38.61287
4687,2856202213,-3.7893256,-38.524806
4688,2424057830,-3.7350096,-38.5750366
4689,2856202214,-3.7894534,-38.5245349
4690,2424057832,-3.7356338,-38.5740568
4691,2424057833,-3.7360373,-38.5740021
4692,3226855049,-3.8520613,-38.4543883
4693,2424057835,-3.7359577,-38.5731036
4694,2424057836,-3.7371131,-38.5747966
4695,2424057837,-3.73626,-38.5758265
4696,2424057838,-3.7367489,-38.5764149
4697,2424057839,-3.7357421,-38.5749492
4698,2868932426,-3.8340704,-38.5584004
4699,3240089255,-3.8232558,-38.5884977
4700,7185772573,-3.7707448,-38.4435654
4701,7185772574,-3.7709643,-38.4464527
4702,2775199784,-3.7302684,-38.4666382
4703,2775199792,-3.7303076,-38.4653807
4704,6110064689,-3.7373083,-38.5719367
4705,2839818297,-3.7995084,-38.609729
4706,2839818299,-3.7994157,-38.6101894
4707,2839818303,-3.7989023,-38.6101374
4708,2775199808,-3.7307212,-38.4664227
4709,6110064707,-3.7372926,-38.5714544
4710,2839818307,-3.7988422,-38.6082939
4711,2839818310,-3.7983287,-38.6081835
4712,2775199834,-3.7297703,-38.465906
4713,2846765172,-3.7502983,-38.5664745
4714,2846765173,-3.7481845,-38.5674572
4715,2846765174,-3.7485249,-38.5670351
4716,2846765175,-3.748278,-38.5668724
4717,2846765176,-3.748086,-38.5670856
4718,2846765177,-3.7478404,-38.56785
4719,1896231034,-3.7407984,-38.6002647
4720,1896231035,-3.740972,-38.6006684
4721,2846765180,-3.7476883,-38.5673773
4722,1896231037,-3.7390002,-38.5969975
4723,2846765178,-3.7474952,-38.5675621
4724,1896231039,-3.7391066,-38.5977402
4725,1896231040,-3.7402641,-38.5968322
4726,1896231041,-3.7395838,-38.5969187
4727,2846765179,-3.7480024,-38.5676651
4728,4832768130,-3.8645276,-38.5758881
4729,4832768132,-3.8641422,-38.5773271
4730,4832768131,-3.8649386,-38.5744336
4731,2860527750,-3.8242507,-38.4730891
4732,2860527751,-3.8240951,-38.4739239
4733,6166425756,-3.8070749,-38.4276565
4734,6166425759,-3.8071719,-38.4267218
4735,6166425761,-3.8065637,-38.4270081
4736,6166425762,-3.8121553,-38.4252642
4737,1903571107,-3.773112,-38.5635231
4738,6166425763,-3.8125604,-38.4239562
4739,6166425764,-3.8199521,-38.4250455
4740,6166425765,-3.8191098,-38.4251874
4741,6166425767,-3.8282855,-38.4307624
4742,6166425768,-3.8290256,-38.4341066
4743,6166425771,-3.8331247,-38.4330444
4744,6166425772,-3.8333843,-38.4344648
4745,4342952121,-3.7387291,-38.5948129
4746,4832768197,-3.8666042,-38.5750392
4747,1704472792,-3.7988078,-38.6291273
4748,1704472799,-3.7999426,-38.6313978
4749,1704472802,-3.8006397,-38.6316103
4750,1704472805,-3.8011978,-38.6295283
4751,1704472807,-3.8013262,-38.6318202
4752,1704472811,-3.8017932,-38.627526
4753,6215446766,-3.8279076,-38.4853702
4754,1704472815,-3.8019137,-38.629759
4755,6215446767,-3.8278937,-38.485446
4756,1704472821,-3.8020073,-38.6320026
4757,1704472825,-3.8023272,-38.6255036
4758,7192457466,-3.8209844,-38.5555267
4759,7192457465,-3.8287285,-38.5669249
4760,1704472828,-3.8024797,-38.6277406
4761,1704472831,-3.8026019,-38.6299393
4762,7192457471,-3.8207072,-38.5556978
4763,1704472834,-3.8027005,-38.6321877
4764,1704472835,-3.80292,-38.6234826
4765,1704472838,-3.8030401,-38.6256936
4766,1704472840,-3.8031588,-38.6279236
4767,1704472852,-3.8032705,-38.6301112
4768,1704472853,-3.8033993,-38.6323926
4769,1704472858,-3.8037117,-38.6258949
4770,1704472859,-3.8037623,-38.6130754
4771,1704472860,-3.8038192,-38.6281114
4772,1704472861,-3.8039572,-38.6303025
4773,7027700007,-3.7715959,-38.6326624
4774,7027700008,-3.7713749,-38.6329216
4775,7027700013,-3.7723859,-38.6329696
4776,1704472877,-3.8043236,-38.62383
4777,1704472879,-3.8043002,-38.6306498
4778,1704472881,-3.8043593,-38.6148308
4779,1704472882,-3.8044074,-38.6260936
4780,1704472883,-3.8043702,-38.612414
4781,1704472885,-3.8045428,-38.6282849
4782,2503356746,-3.8135785,-38.4953361
4783,2503356747,-3.8145813,-38.4920304
4784,2503356748,-3.813392,-38.491986
4785,1704472906,-3.8046379,-38.6317847
4786,1704472910,-3.8047885,-38.6342279
4787,2503356752,-3.8136072,-38.4953961
4788,2503356753,-3.8125737,-38.4958603
4789,1704472913,-3.8047272,-38.6120447
4790,2503356755,-3.8125469,-38.495806
4791,2503356756,-3.814617,-38.4948968
4792,1704472916,-3.8047931,-38.6132132
4793,4908527958,-3.7430991,-38.4690125
4794,1704472923,-3.805015,-38.6129972
4795,4908527967,-3.7419533,-38.4725098
4796,1704472929,-3.8050669,-38.6262335
4797,1704472932,-3.8052539,-38.6241132
4798,1704472941,-3.8052879,-38.6319346
4799,1704472943,-3.8053582,-38.6126354
4800,1704472949,-3.8054303,-38.6343681
4801,1704472953,-3.8058513,-38.6245531
4802,1704472955,-3.8058501,-38.6130728
4803,1704472969,-3.8060737,-38.6345339
4804,2873373067,-3.8218969,-38.5819199
4805,2873373070,-3.8205476,-38.5819535
4806,2873373071,-3.8211578,-38.5809419
4807,1704472976,-3.8064234,-38.6249994
4808,2873373072,-3.8223302,-38.5812554
4809,1704472978,-3.8065015,-38.6273098
4810,2873373073,-3.8214907,-38.5807177
4811,2822779284,-3.7335541,-38.598526
4812,2822779285,-3.7337134,-38.5978863
4813,1704472981,-3.8066205,-38.6322454
4814,1704472985,-3.8067245,-38.6346699
4815,2873373086,-3.8208861,-38.5808893
4816,2873373087,-3.8203668,-38.5813619
4817,2873373088,-3.8209292,-38.5802516
4818,2873373089,-3.8208601,-38.5802159
4819,1896493475,-3.7414271,-38.4877709
4820,1704472996,-3.8072492,-38.6323817
4821,2873373092,-3.8202405,-38.5808506
4822,2873373093,-3.8205531,-38.5810134
4823,2873373091,-3.8211234,-38.5800776
4824,1704473000,-3.8078015,-38.6276015
4825,1704473003,-3.8078234,-38.6300855
4826,1704473005,-3.8079011,-38.6325174
4827,1704473008,-3.8080212,-38.6349459
4828,1704473010,-3.8083488,-38.6203055
4829,1704473013,-3.8084382,-38.6277447
4830,2860361548,-3.808453,-38.4504854
4831,1704473020,-3.8084831,-38.6302378
4832,2860361549,-3.8103141,-38.4513441
4833,1704473023,-3.80854,-38.6326724
4834,1704473025,-3.8086936,-38.6350881
4835,2860361550,-3.8102302,-38.4517363
4836,1704473027,-3.8090731,-38.6278866
4837,1704473030,-3.8092156,-38.632837
4838,1704473033,-3.8091209,-38.6303847
4839,1704473042,-3.8093526,-38.6211566
4840,1704473054,-3.8096693,-38.6217376
4841,1704473055,-3.8096183,-38.6180894
4842,1704473056,-3.8097244,-38.6280517
4843,1704473057,-3.8097532,-38.6305299
4844,1704473060,-3.8098289,-38.6214747
4845,1704473061,-3.8098497,-38.6329702
4846,7205171687,-3.7607327,-38.5964302
4847,1704473063,-3.8101101,-38.6209968
4848,4470092268,-3.844595,-38.5606894
4849,1704473069,-3.8101507,-38.6261327
4850,4470092269,-3.8451764,-38.5587623
4851,1704473074,-3.8104014,-38.6205217
4852,5741359604,-3.7402445,-38.6310776
4853,5741359605,-3.7401619,-38.6313991
4854,1704473084,-3.8106298,-38.6355376
4855,1704473087,-3.8107141,-38.6226531
4856,1704473090,-3.8106963,-38.6200437
4857,1704473093,-3.8106841,-38.6264851
4858,1704473106,-3.8109815,-38.6222025
4859,1704473109,-3.8109929,-38.6195808
4860,1704473111,-3.8110546,-38.6308027
4861,1704473120,-3.8113364,-38.6190027
4862,1704473123,-3.8112534,-38.6268354
4863,1704473126,-3.8113877,-38.6190376
4864,2535076402,-3.8277726,-38.4933247
4865,2535076403,-3.8276789,-38.492579
4866,1704473138,-3.8115726,-38.6212441
4867,2535076405,-3.8273952,-38.4926083
4868,2535076406,-3.8313474,-38.4939793
4869,2535076408,-3.8381177,-38.4813629
4870,1704473145,-3.811696,-38.6309522
4871,2535076409,-3.8423747,-38.4835306
4872,2535076411,-3.8440357,-38.4819714
4873,1704473148,-3.8118779,-38.6207761
4874,2535076413,-3.84202,-38.4808555
4875,1704473150,-3.8117873,-38.6272217
4876,1704473151,-3.811896,-38.6193528
4877,2535076415,-3.8410285,-38.4828438
4878,2535076416,-3.8426798,-38.481221
4879,2535076418,-3.8377324,-38.4861377
4880,2535076417,-3.8416619,-38.4831733
4881,2535076420,-3.8380256,-38.4851028
4882,2535076422,-3.8385924,-38.4853199
4883,7207793225,-3.7790416,-38.5050053
4884,7207793226,-3.7789112,-38.50545
4885,2555523662,-3.8656092,-38.6237565
4886,1704473170,-3.8119903,-38.6172404
4887,1704473173,-3.8120358,-38.6145454
4888,4769460822,-3.857476,-38.5550675
4889,1704473175,-3.8120658,-38.6228432
4890,4769460821,-3.8569037,-38.5576733
4891,4769460823,-3.8559384,-38.5548489
4892,1704473178,-3.8121308,-38.6234701
4893,4769460826,-3.8577262,-38.5589191
4894,1704473180,-3.8121663,-38.620299
4895,4769460828,-3.8586776,-38.5591444
4896,4769460827,-3.8585224,-38.5547644
4897,4769460824,-3.8572948,-38.555884
4898,4769460830,-3.860338,-38.5554395
4899,2535076449,-3.8348024,-38.4983656
4900,1704473185,-3.8122188,-38.6255268
4901,2535076450,-3.8363016,-38.4983381
4902,2535076451,-3.8385978,-38.501253
4903,2535076452,-3.8376508,-38.5004909
4904,2809279078,-3.7194206,-38.5620868
4905,2809279079,-3.7184437,-38.5620882
4906,1704473191,-3.8123295,-38.6275591
4907,6150697575,-3.8164483,-38.5270948
4908,6150697577,-3.8174044,-38.5273801
4909,6150697576,-3.8163289,-38.5275113
4910,1704473189,-3.8123719,-38.6223798
4911,1704473194,-3.8124981,-38.6197085
4912,1704473199,-3.8125261,-38.6174318
4913,1704473203,-3.8124693,-38.6149842
4914,2792632949,-3.7022289,-38.5778287
4915,1704473208,-3.8127105,-38.623827
4916,4815598202,-3.8591474,-38.5773029
4917,4815598203,-3.8595189,-38.5759609
4918,4815598204,-3.8588278,-38.5740426
4919,1704473213,-3.8127458,-38.621824
4920,1704473217,-3.8127432,-38.6121646
4921,1704473220,-3.8127814,-38.6258836
4922,2863149702,-3.846464,-38.519553
4923,2863149703,-3.850428,-38.5139357
4924,1704473224,-3.8129089,-38.6199561
4925,2863149705,-3.847991,-38.5141731
4926,2863149704,-3.8481938,-38.5136512
4927,2863149707,-3.8495994,-38.5160028
4928,2863149706,-3.8500189,-38.5149614
4929,2863149708,-3.8497959,-38.5154866
4930,2863149711,-3.8512763,-38.517267
4931,1704473234,-3.8129102,-38.627892
4932,1704473235,-3.8129949,-38.6214574
4933,1704473238,-3.8129678,-38.6152693
4934,1704473241,-3.8131247,-38.6297927
4935,1704473245,-3.8131905,-38.6221204
4936,1704473248,-3.8130875,-38.6176197
4937,1704473251,-3.8131612,-38.6125991
4938,1704473256,-3.8132689,-38.6241488
4939,893399728,-3.7431093,-38.500587
4940,893399732,-3.7421699,-38.5002062
4941,1704473269,-3.813322,-38.6262205
4942,1704473270,-3.8135417,-38.610734
4943,1704473271,-3.8136955,-38.6301336
4944,1704473268,-3.8133106,-38.6210087
4945,1704473273,-3.8135833,-38.6130096
4946,1704473274,-3.8134966,-38.6282318
4947,1704473282,-3.8137079,-38.6224465
4948,477371693,-3.7280401,-38.5011004
4949,477371694,-3.7278286,-38.5020871
4950,1704473302,-3.813733,-38.61392
4951,477371696,-3.7273127,-38.5041885
4952,6827946715,-3.717587,-38.4752744
4953,1704473307,-3.8136554,-38.6205307
4954,477371697,-3.7272921,-38.5042659
4955,1704473311,-3.8134483,-38.6202925
4956,1704473313,-3.8138124,-38.6245227
4957,4787024609,-3.8379092,-38.4001759
4958,477371698,-3.7267763,-38.5064181
4959,1704473318,-3.8140051,-38.6134283
4960,1704473320,-3.8139482,-38.6265709
4961,477371699,-3.7265988,-38.5087171
4962,1704473322,-3.8140678,-38.6285441
4963,1704473323,-3.8141117,-38.6208298
4964,477371700,-3.7265454,-38.5098884
4965,1704473329,-3.8141635,-38.6183803
4966,477371701,-3.7265442,-38.5110911
4967,1704473332,-3.8141525,-38.6143542
4968,7062434548,-3.8318463,-38.5333402
4969,1704473334,-3.8141923,-38.6179801
4970,1704473337,-3.814264,-38.6304691
4971,5441073918,-3.7807518,-38.6205779
4972,5441073919,-3.7811453,-38.6191069
4973,5441073920,-3.7819161,-38.6193091
4974,1704473343,-3.8142712,-38.6228429
4975,1704473346,-3.8142764,-38.6158717
4976,3901382657,-3.8604646,-38.6476982
4977,7062434569,-3.8282026,-38.5325798
4978,7062434570,-3.8280728,-38.5331994
4979,1704473355,-3.8143885,-38.6176615
4980,3901382659,-3.8600243,-38.6482488
4981,1704473368,-3.814361,-38.6248784
4982,1704473370,-3.8145046,-38.6268853
4983,1704473372,-3.8146266,-38.628884
4984,1704473374,-3.8146116,-38.6211202
4985,1704473375,-3.814842,-38.6307967
4986,6827946784,-3.7253233,-38.5656012
4987,1704473377,-3.8148118,-38.6163084
4988,1704473379,-3.8148422,-38.6119978
4989,1704473380,-3.8148462,-38.6231977
4990,1704473390,-3.8148925,-38.6157352
4991,1704473391,-3.8149276,-38.6252135
4992,1704473393,-3.8150253,-38.6213613
4993,5184566067,-3.8630124,-38.6116132
4994,1704473396,-3.8151511,-38.618731
4995,1704473398,-3.8151781,-38.6292317
4996,1704473399,-3.815297,-38.6215134
4997,1704473403,-3.8153353,-38.6203979
4998,1704473405,-3.815334,-38.6179591
4999,1704473407,-3.8153215,-38.61435
5000,1704473410,-3.8153835,-38.623536
5001,1704473413,-3.8154612,-38.6312712
5002,1704473416,-3.8155029,-38.6172699
5003,1704473417,-3.8155352,-38.6255422
5004,1704473422,-3.8156777,-38.6165362
5005,1704473423,-3.8157653,-38.6295578
5006,1704473433,-3.8158347,-38.6189737
5007,6210073434,-3.7678716,-38.6031329
5008,6210073435,-3.7679062,-38.6032123
5009,1704473436,-3.81583,-38.6218356
5010,1704473434,-3.8158473,-38.6129854
5011,2554213213,-3.862475,-38.6231947
5012,2554213215,-3.8634821,-38.6250364
5013,2554213216,-3.862141,-38.6241044
5014,1704473441,-3.8159552,-38.6238815
5015,2554213214,-3.8626405,-38.62276
5016,1704473443,-3.8159788,-38.620632
5017,2554213217,-3.8640565,-38.6226356
5018,1704473446,-3.8160959,-38.6258414
5019,1704473456,-3.81616,-38.6159162
5020,1704473458,-3.8163138,-38.6175353
5021,1704473460,-3.8164218,-38.6221837
5022,1704473461,-3.8164391,-38.6299266
5023,1704473464,-3.8165275,-38.6191857
5024,1704473466,-3.8165387,-38.6241991
5025,1704473467,-3.8166969,-38.6261712
5026,1704473470,-3.8167946,-38.616162
5027,1704473471,-3.8168571,-38.6139875
5028,1704473479,-3.816831,-38.6210713
5029,1704473481,-3.8169733,-38.622517
5030,1704473486,-3.817126,-38.624538
5031,1704473488,-3.8172085,-38.6193619
5032,1704473489,-3.817291,-38.6264999
5033,1704473492,-3.8173878,-38.614269
5034,1704473495,-3.8173734,-38.6144978
5035,1704473496,-3.8177389,-38.6129389
5036,1704473498,-3.8174747,-38.617296
5037,1704473505,-3.8175696,-38.6228465
5038,1704473506,-3.8176349,-38.6210463
5039,1704473507,-3.817683,-38.6248768
5040,7030322085,-3.8556891,-38.6400574
5041,1704473510,-3.8177495,-38.6146184
5042,7030322087,-3.8560806,-38.6397666
5043,1704473512,-3.8177104,-38.6197972
5044,7030322086,-3.8563033,-38.6395933
5045,1704473514,-3.8178354,-38.6165263
5046,1704473517,-3.8178476,-38.626834
5047,1704473521,-3.8180448,-38.621391
5048,1704473524,-3.8179508,-38.6176452
5049,6213874613,-3.8617113,-38.4725708
5050,6213874614,-3.8615977,-38.4725666
5051,6213874615,-3.8616994,-38.4727639
5052,6213874616,-3.8615788,-38.4727604
5053,2891461565,-3.7583722,-38.6131104
5054,2282632142,-3.7594137,-38.4921788
5055,1704473552,-3.818154,-38.613336
5056,1704473556,-3.8181449,-38.6231928
5057,2870490070,-3.8372121,-38.5829765
5058,1704473559,-3.8182698,-38.6252154
5059,1704473558,-3.8183291,-38.6154396
5060,1704473561,-3.8182856,-38.6168599
5061,1704473563,-3.8183347,-38.6180214
5062,1704473566,-3.8184053,-38.6186846
5063,1704473576,-3.8185039,-38.6309773
5064,1704473579,-3.8185112,-38.6273159
5065,1704473582,-3.8185461,-38.6218728
5066,1704473588,-3.818652,-38.6183116
5067,1704473591,-3.8187248,-38.6235282
5068,1704473593,-3.8187225,-38.6155365
5069,1704473594,-3.8187416,-38.6158398
5070,1704473598,-3.8188112,-38.6206024
5071,1704473610,-3.8188603,-38.6185197
5072,1704473619,-3.818829,-38.6133639
5073,1704473623,-3.818933,-38.6236488
5074,6215185433,-3.7266995,-38.553367
5075,6215185434,-3.7267022,-38.5535762
5076,6215185436,-3.7251217,-38.5535936
5077,1704473632,-3.8189271,-38.6305046
5078,1704473635,-3.8190451,-38.6314593
5079,1704473638,-3.8190956,-38.6224242
5080,1704473639,-3.8190828,-38.6193223
5081,1704473640,-3.8191359,-38.6162154
5082,1704473648,-3.8191469,-38.6145008
5083,1704473652,-3.8193257,-38.6279251
5084,1704473657,-3.8192812,-38.6238531
5085,3676320826,-3.742192,-38.6369187
5086,3676320830,-3.7404785,-38.6341186
5087,3676320831,-3.7371942,-38.6479242
5088,3676320832,-3.7374993,-38.6465549
5089,1704473666,-3.8193341,-38.6180236
5090,3676320835,-3.7298774,-38.6533508
5091,3676320836,-3.7300796,-38.6522297
5092,2868567925,-3.8456696,-38.5192176
5093,1704473671,-3.8193265,-38.6210726
5094,2868567926,-3.846379,-38.5195189
5095,3676320844,-3.7228826,-38.6492379
5096,3663213644,-3.8043274,-38.6102767
5097,2792633451,-3.7012568,-38.5768185
5098,2792633453,-3.7009088,-38.577477
5099,1704473710,-3.8194025,-38.6138362
5100,2792633457,-3.7010721,-38.577144
5101,1704473713,-3.819545,-38.6239957
5102,1704473716,-3.8195909,-38.6198148
5103,1704473718,-3.819636,-38.6167158
5104,1704473724,-3.8196138,-38.6229311
5105,1704473727,-3.8196278,-38.6310291
5106,2858693761,-3.8422437,-38.4961705
5107,2858693762,-3.8423851,-38.4943625
5108,1704473747,-3.8197916,-38.6148045
5109,1903572117,-3.7735138,-38.5648137
5110,1704473750,-3.8198483,-38.618519
5111,1704473752,-3.819823,-38.6302998
5112,1704473754,-3.8198545,-38.6241821
5113,1704473757,-3.8198727,-38.6215994
5114,1704473760,-3.8199419,-38.6157419
5115,1704473761,-3.8201169,-38.6234176
5116,1704473764,-3.8200813,-38.620279
5117,1704473768,-3.8201366,-38.6172092
5118,1704473771,-3.8200701,-38.6141364
5119,1704473780,-3.8202056,-38.6150021
5120,2811507895,-3.7158421,-38.5854207
5121,1704473784,-3.820246,-38.6307227
5122,2811507897,-3.7159755,-38.5838958
5123,2811507898,-3.7158916,-38.5849781
5124,2811507899,-3.7163332,-38.5850157
5125,2811507900,-3.7161365,-38.5850023
5126,1704473787,-3.8203473,-38.6190189
5127,1704473785,-3.820312,-38.6142133
5128,1704473794,-3.8203943,-38.6221204
5129,1704473801,-3.8204742,-38.6230382
5130,1704473803,-3.8206287,-38.6177016
5131,1704473805,-3.8205771,-38.6246196
5132,1704473807,-3.8206482,-38.6208163
5133,1704473809,-3.820748,-38.6143403
5134,1704473810,-3.820835,-38.6194805
5135,1704473811,-3.8208992,-38.6241826
5136,1704473812,-3.8208836,-38.6226277
5137,1704473814,-3.8210062,-38.6177855
5138,1704473815,-3.8211509,-38.6181979
